Exercise,Short YouTube Demonstration,In-Depth YouTube Explanation,Difficulty Level,Target Muscle Group,Prime Mover Muscle,Secondary Muscle,Tertiary Muscle,Primary Equipment,# Primary Items,Secondary Equipment,# Secondary Items,Posture,Single or Double Arm,Continuous or Alternating Arms,Grip,Load Position (Ending),Foot Elevation,Combination Exercises,Movement Pattern #1,Movement Pattern #2,Movement Pattern #3,Plane Of Motion #1,Plane Of Motion #2,Plane Of Motion #3,Body Region,Force Type,Mechanics,Laterality,Primary Exercise Classification,foundationalScore,exerciseTier,isFoundational,classificationTags
Single Arm Kettlebell Overhead Ipsilateral Knee Over Toe Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1.0,None,0,Knee Over Toe Split Squat,Single Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,68,2,False,"compound,intermediate,kettlebell,lower-body"
Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Knee Over Toe Split Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1.0,None,0,Knee Over Toe Split Squat,Single Arm,Continuous,Bottoms Up,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,63,2,False,"advanced,compound,kettlebell,lower-body"
Double Kettlebell Overhead Foot Elevated Knee Over Toe Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,2.0,None,0,Knee Over Toe Split Squat,Double Arm,Continuous,Pronated,Overhead,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Bodybuilding,73,2,False,"compound,intermediate,kettlebell,lower-body"
Single Arm Kettlebell Overhead Foot Elevated Contralateral Knee Over Toe Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1.0,None,0,Knee Over Toe Split Squat,Single Arm,Continuous,Pronated,Overhead,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,68,2,False,"compound,intermediate,kettlebell,lower-body"
Single Arm Kettlebell Bottoms Up Overhead Foot Elevated Contralateral Knee Over Toe Split Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1.0,None,0,Knee Over Toe Split Squat,Single Arm,Continuous,Bottoms Up,Overhead,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,63,2,False,"advanced,compound,kettlebell,lower-body"
Double Kettlebell Bottoms Up Overhead Foot Elevated Knee Over Toe Split Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,2.0,None,0,Knee Over Toe Split Squat,Double Arm,Continuous,Bottoms Up,Overhead,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,65,2,False,"advanced,compound,kettlebell,lower-body"
Single Arm Kettlebell Overhead Foot Elevated Ipsilateral Knee Over Toe Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1.0,None,0,Knee Over Toe Split Squat,Single Arm,Continuous,Pronated,Overhead,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,68,2,False,"compound,intermediate,kettlebell,lower-body"
Single Arm Kettlebell Bottoms Up Overhead Foot Elevated Ipsilateral Knee Over Toe Split Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1.0,None,0,Knee Over Toe Split Squat,Single Arm,Continuous,Bottoms Up,Overhead,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,63,2,False,"advanced,compound,kettlebell,lower-body"
Double Kettlebell Suitcase Foot Elevated Knee Over Toe Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,2.0,None,0,Knee Over Toe Split Squat,Double Arm,Continuous,Neutral,Suitcase,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,68,2,False,"compound,kettlebell,lower-body,novice"
Barbell Zercher Split Squat,Video Demonstration,Video Explanation,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Barbell,1.0,None,0,Split Squat,Double Arm,Continuous,No Grip,Zercher,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,75,2,False,"advanced,barbell,compound,lower-body"
Suspension Alternating Split Squat Jump,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Suspension Trainer,1.0,None,0,Split Squat,Double Arm,Continuous,Neutral,No Load,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Plyometric,60,2,False,"compound,intermediate,lower-body,suspension-trainer"
Single Arm Dumbbell Suitcase Contralateral Split Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Dumbbell,1.0,None,0,Split Squat,Single Arm,Continuous,Neutral,Suitcase,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,76,2,False,"compound,dumbbell,lower-body,novice"
Single Arm Dumbbell Suitcase Ipsilateral Split Squat,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Dumbbell,1.0,None,0,Split Squat,Single Arm,Continuous,Neutral,Suitcase,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,76,2,False,"compound,dumbbell,lower-body,novice"
Double Dumbbell Front Rack Split Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Dumbbell,2.0,None,0,Split Squat,Double Arm,Continuous,Neutral,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,78,2,False,"compound,dumbbell,lower-body,novice"
Single Arm Dumbbell Front Rack Contralateral Split Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Dumbbell,1.0,None,0,Split Squat,Single Arm,Continuous,Neutral,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,76,2,False,"compound,dumbbell,lower-body,novice"
Single Arm Dumbbell Front Rack Ipsilateral Split Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Dumbbell,1.0,None,0,Split Squat,Single Arm,Continuous,Neutral,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,76,2,False,"compound,dumbbell,lower-body,novice"
Double Dumbbell Overhead Split Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Dumbbell,2.0,None,0,Split Squat,Double Arm,Continuous,Neutral,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,80,2,False,"compound,dumbbell,intermediate,lower-body"
Single Arm Dumbbell Overhead Contralateral Split Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Dumbbell,1.0,None,0,Split Squat,Single Arm,Continuous,Neutral,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,78,2,False,"compound,dumbbell,intermediate,lower-body"
Single Arm Dumbbell Overhead Ipsilateral Split Squat,Video Demonstration,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Dumbbell,1.0,None,0,Split Squat,Single Arm,Continuous,Neutral,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,78,2,False,"compound,dumbbell,intermediate,lower-body"
Dumbbell Goblet Split Squat,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Dumbbell,1.0,None,0,Split Squat,Double Arm,Continuous,Goblet,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,78,2,False,"compound,dumbbell,lower-body,novice"
Wall Ball Feet Elevated Russian Twist,Video Demonstration,,Novice,Abdominals,Obliques,Rectus Abdominis,,Wall Ball,1.0,None,0,Seated Floor,Double Arm,Continuous,Neutral,Other,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,71,2,False,"compound,midsection,novice,wall-ball"
Wall Ball Russian Twist,Video Demonstration,Video Explanation,Novice,Abdominals,Obliques,Rectus Abdominis,,Wall Ball,1.0,None,0,Seated Floor,Double Arm,Continuous,Neutral,Other,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,71,2,False,"compound,midsection,novice,wall-ball"
Bulgarian Bag Back Rack Split Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Bulgarian Bag,1.0,None,0,Split Squat,Double Arm,Continuous,Neutral,Back Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,58,3,False,"bulgarian-bag,compound,lower-body,novice"
Double Clubbell Order Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Clubbell,2.0,None,0,Split Squat,Double Arm,Continuous,Neutral,Order,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,58,3,False,"clubbell,compound,lower-body,novice"
Clubbell Order Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Clubbell,1.0,None,0,Split Squat,Double Arm,Continuous,Neutral,Order,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,58,3,False,"clubbell,compound,lower-body,novice"
Single Arm Clubbell Order Contralateral Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Clubbell,1.0,None,0,Split Squat,Single Arm,Continuous,Neutral,Order,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,56,3,False,"clubbell,compound,lower-body,novice"
Single Arm Clubbell Order Ipsilateral Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Clubbell,1.0,None,0,Split Squat,Single Arm,Continuous,Neutral,Order,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,56,3,False,"clubbell,compound,lower-body,novice"
Macebell Order Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Macebell,1.0,None,0,Split Squat,Double Arm,Continuous,Neutral,Order,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,58,3,False,"compound,lower-body,macebell,novice"
Single Arm Macebell Order Contralateral Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Macebell,1.0,None,0,Split Squat,Single Arm,Continuous,Neutral,Order,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,56,3,False,"compound,lower-body,macebell,novice"
Single Arm Macebell Order Ipsilateral Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Macebell,1.0,None,0,Split Squat,Single Arm,Continuous,Neutral,Order,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,56,3,False,"compound,lower-body,macebell,novice"
Plate Overhead Split Squat,Video Demonstration,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Weight Plate,1.0,None,0,Split Squat,Double Arm,Continuous,Neutral,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,65,2,False,"compound,intermediate,lower-body,weight-plate"
Heavy Sandbag Bear Hug Split Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Brachii,Heavy Sandbag,1.0,None,0,Standing,Double Arm,Continuous,Neutral,Bear Hug,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Full Body,Other,Compound,Unilateral,Unsorted*,67,2,False,"compound,full-body,heavy-sandbag,intermediate"
Heavy Sandbag Shoulder Contralateral Split Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Heavy Sandbag,1.0,None,0,Standing,Single Arm,Continuous,Neutral,Shoulder,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Unsorted*,63,2,False,"compound,heavy-sandbag,intermediate,lower-body"
Heavy Sandbag Shoulder Ipsilateral Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Heavy Sandbag,1.0,None,0,Standing,Single Arm,Continuous,Neutral,Shoulder,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Unsorted*,63,2,False,"compound,heavy-sandbag,intermediate,lower-body"
Sandbag Back Rack Split Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sandbag,1.0,None,0,Split Squat,Double Arm,Continuous,Neutral,Back Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,63,2,False,"compound,lower-body,novice,sandbag"
Sandbag Front Rack Split Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sandbag,1.0,None,0,Split Squat,Double Arm,Continuous,Neutral,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,63,2,False,"compound,lower-body,novice,sandbag"
Single Arm Kettlebell Half Kneeling Ipsilateral Overhead Press,Video Demonstration,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,1.0,None,0,Half Kneeling,Single Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Ipsilateral,Bodybuilding,78,2,False,"compound,intermediate,kettlebell,upper-body"
Landmine Goblet Split Squat,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Landmine,1.0,None,0,Standing,Double Arm,Continuous,Goblet,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,63,2,False,"compound,landmine,lower-body,novice"
Single Arm Landmine Front Rack Contralateral Split Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Landmine,1.0,None,0,Standing,Single Arm,Continuous,Neutral,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,61,2,False,"compound,landmine,lower-body,novice"
Single Arm Landmine Front Rack Ipsilateral Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Landmine,1.0,None,0,Standing,Single Arm,Continuous,Neutral,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,61,2,False,"compound,landmine,lower-body,novice"
Single Arm Landmine Suitcase Contralateral Split Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Landmine,1.0,None,0,Standing,Single Arm,Continuous,Neutral,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,61,2,False,"compound,landmine,lower-body,novice"
Double Kettlebell Gunslinger,Video Demonstration,,Intermediate,Back,Latissimus Dorsi,Biceps Brachii,Gluteus Maximus,Kettlebell,2.0,None,0,Standing,Double Arm,Continuous,Neutral,Other,No Elevation,Single Exercise,Horizontal Pull,Hip Hinge,,Sagittal Plane,,,Full Body,Pull,Compound,Bilateral,Ballistics,85,2,False,"compound,full-body,intermediate,kettlebell"
Single Arm Kettlebell Front Rack Ipsilateral Split Squat,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1.0,None,0,Split Squat,Single Arm,Continuous,Neutral,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,66,2,False,"compound,kettlebell,lower-body,novice"
Double Kettlebell Bottoms Up Front Rack Split Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,2.0,None,0,Split Squat,Double Arm,Continuous,Bottoms Up,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,70,2,False,"compound,intermediate,kettlebell,lower-body"
Single Arm Kettlebell Bottoms Up Front Rack Contralateral Split Squat,Video Demonstration,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1.0,None,0,Split Squat,Single Arm,Continuous,Bottoms Up,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,68,2,False,"compound,intermediate,kettlebell,lower-body"
Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1.0,None,0,Split Squat,Single Arm,Continuous,Bottoms Up,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,68,2,False,"compound,intermediate,kettlebell,lower-body"
Double Kettlebell Overhead Split Squat,Video Demonstration,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,2.0,None,0,Split Squat,Double Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,70,2,False,"compound,intermediate,kettlebell,lower-body"
Single Arm Kettlebell Overhead Contralateral Split Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1.0,None,0,Split Squat,Single Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,68,2,False,"compound,intermediate,kettlebell,lower-body"
Single Arm Kettlebell Overhead Ipsilateral Split Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1.0,None,0,Split Squat,Single Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,68,2,False,"compound,intermediate,kettlebell,lower-body"
Single Arm Kettlebell Bottoms Up Overhead Contralateral Split Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1.0,None,0,Split Squat,Single Arm,Continuous,Bottoms Up,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,63,2,False,"advanced,compound,kettlebell,lower-body"
Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Split Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1.0,None,0,Split Squat,Single Arm,Continuous,Bottoms Up,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,63,2,False,"advanced,compound,kettlebell,lower-body"
Double Kettlebell Suitcase Split Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,2.0,None,0,Split Squat,Double Arm,Continuous,Neutral,Suitcase,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,68,2,False,"compound,kettlebell,lower-body,novice"
Single Arm Kettlebell Suitcase Contralateral Split Squat,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1.0,None,0,Split Squat,Single Arm,Continuous,Neutral,Suitcase,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,66,2,False,"compound,kettlebell,lower-body,novice"
Single Arm Kettlebell Suitcase Ipsilateral Split Squat,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1.0,None,0,Split Squat,Single Arm,Continuous,Neutral,Suitcase,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,66,2,False,"compound,kettlebell,lower-body,novice"
Kettlebell Goblet Split Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1.0,None,0,Split Squat,Double Arm,Continuous,Goblet,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,68,2,False,"compound,kettlebell,lower-body,novice"
Kettlebell Horn Grip March,Video Demonstration,Video Explanation,Novice,Abdominals,Rectus Abdominis,,,Kettlebell,1.0,None,0,March,Double Arm,Continuous,Horn Grip,Front Rack,No Elevation,Single Exercise,,,,Sagittal Plane,,,Midsection,Other,Compound,Unilateral,Balance,71,2,False,"compound,kettlebell,midsection,novice"
Sandbag Bent Over Row,Video Demonstration,Video Explanation,Beginner,Back,Latissimus Dorsi,Rhomboids,Posterior Deltoids,Sandbag,1.0,None,0,Standing,Double Arm,Continuous,Neutral,Other,No Elevation,Single Exercise,Horizontal Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Bilateral,Bodybuilding,83,2,False,"beginner,compound,sandbag,upper-body"
Bodyweight Two Finger Full Planche Push Up,Video Demonstration,,Legendary,Chest,Pectoralis Major,Triceps Brachii,Rectus Abdominis,Bodyweight,1.0,None,0,Prone,Double Arm,Continuous,Fingertip,No Load,No Elevation,Single Exercise,Horizontal Push,Isometric Hold,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Calisthenics,91,1,True,"big-5,bodyweight,compound,legendary,upper-body"
Suspension Hamstring Curl,Video Demonstration,Video Explanation,Novice,Hamstrings,Biceps Femoris,Gluteus Maximus,,Suspension Trainer,1.0,None,0,Supine,No Arms,Continuous,No Grip,Other,Feet Elevated,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Pull,Isolation,Bilateral,Unsorted*,51,3,False,"isolation,lower-body,novice,suspension-trainer"
Suspension Single Leg Hamstring Curl,Video Demonstration,,Intermediate,Hamstrings,Biceps Femoris,Gluteus Maximus,,Suspension Trainer,1.0,None,0,Supine,No Arms,Continuous,No Grip,No Load,Foot Elevated,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Pull,Isolation,Unilateral,Unsorted*,50,3,False,"intermediate,isolation,lower-body,suspension-trainer"
Superband Prone Hamstring Curl,Video Demonstration,,Beginner,Hamstrings,Biceps Femoris,Gluteus Maximus,,Superband,1.0,None,0,Prone,No Arms,Continuous,No Grip,Other,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Pull,Isolation,Bilateral,Bodybuilding,68,2,False,"beginner,isolation,lower-body,superband"
Cable Prone Hamstring Curl,Video Demonstration,,Beginner,Hamstrings,Biceps Femoris,Gluteus Maximus,,Cable,1.0,None,0,Prone,No Arms,Continuous,No Grip,Other,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Pull,Isolation,Bilateral,Bodybuilding,68,2,False,"beginner,cable,isolation,lower-body"
Superband Prone Bench Hamstring Curl,Video Demonstration,Video Explanation,Novice,Hamstrings,Biceps Femoris,Gluteus Maximus,,Superband,1.0,Bench (Flat),1,Prone,No Arms,Continuous,No Grip,Other,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Pull,Isolation,Bilateral,Bodybuilding,61,2,False,"isolation,lower-body,novice,superband"
Cable Straight Bar Spider Curl,Video Demonstration,Video Explanation,Novice,Biceps,Biceps Brachii,Brachialis,Brachioradialis,Cable,1.0,Bench (Incline),1,Prone,Double Arm,Continuous,Supinated,Other,No Elevation,Single Exercise,Elbow Flexion,,,Sagittal Plane,,,Upper Body,Pull,Isolation,Bilateral,Bodybuilding,61,2,False,"cable,isolation,novice,upper-body"
Dumbbell Crush Grip Spider Curl,,,Novice,Biceps,Biceps Brachii,Brachialis,Brachioradialis,Dumbbell,1.0,Bench (Incline),1,Prone,Double Arm,Continuous,Crush Grip,Other,No Elevation,Single Exercise,Elbow Flexion,,,Sagittal Plane,,,Upper Body,Pull,Isolation,Bilateral,Bodybuilding,71,2,False,"dumbbell,isolation,novice,upper-body"
Double Dumbbell Bent Over Reverse Fly,Video Demonstration,,Beginner,Shoulders,Posterior Deltoids,,,Dumbbell,2.0,None,0,Standing,Double Arm,Continuous,Neutral,Other,No Elevation,Single Exercise,Horizontal Pull,,,Frontal Plane,,,Upper Body,Pull,Isolation,Bilateral,Bodybuilding,88,2,False,"beginner,dumbbell,isolation,upper-body"
Alternating Double Dumbbell Spider Curl,Video Demonstration,,Novice,Biceps,Biceps Brachii,Brachialis,Brachioradialis,Dumbbell,2.0,Bench (Incline),1,Prone,Double Arm,Alternating,Supinated,Other,No Elevation,Single Exercise,Elbow Flexion,,,Sagittal Plane,,,Upper Body,Pull,Isolation,Unilateral,Bodybuilding,68,2,False,"dumbbell,isolation,novice,upper-body"
Alternating Double Kettlebell Spider Curl,,,Novice,Biceps,Biceps Brachii,Brachialis,Brachioradialis,Kettlebell,2.0,Bench (Incline),1,Prone,Double Arm,Alternating,Supinated,Other,No Elevation,Single Exercise,Elbow Flexion,,,Sagittal Plane,,,Upper Body,Pull,Isolation,Unilateral,Bodybuilding,58,3,False,"isolation,kettlebell,novice,upper-body"
Slider Barbell Front Rack Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Barbell,1,Standing,Double Arm,Continuous,Pronated,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,60,2,False,"compound,intermediate,lower-body,sliders"
